,recipeID,ingredient_and_quantity,ingredient_gt
778,69,3 tbsp yoghurt,yoghurt
779,69,2 tbsp maple syrup,maple syrup
780,69,1 egg,egg
781,69,1⁄2 tsp vanilla extract,vanilla extract
782,69,2 st pierre brioche burger buns,brioche buns
783,69,150g selection of berries ,mixed berries
784,69,2 tbsp strawberry jam ,blueberries
785,70,2 aubergines,aubergines
786,70,500g cherry tomatoes,cherry tomatoes
787,70,3 tbsp za'atar,za'atar
788,70,1 bulb of garlic,garlic
789,70,200g bulgur wheat,bulgur wheat
790,70,2 red chillies,chillies
791,70,1⁄2 red onion,onion
792,70,small handful of parsley,parsley
793,70,4 spring onions,spring onions
794,70,1 lemon,lemon
795,70,1 tbsp tomato paste,tomato paste
796,70,1 tsp ground cumin,cumin
797,70,100g coconut yoghurt,coconut yoghurt
798,70,salt,salt
799,70,pepper,pepper
800,70,olive oil,olive oil
801,70,extra virgin olive oil,virgin olive oil
802,71,1 head of cauliflower,cauliflower
803,71,200g gluten-free bread,bread
804,71,2 eggs,eggs
805,71,500ml milk,milk
806,71,100g cornflour,cornflour
807,71,1 tsp smoked paprika,paprika
808,71,1 tsp dried thyme,thyme
809,71,5 cloves of garlic,garlic
810,71,50g peanut butter,peanut butter
811,71,200g mayo,mayonnaise
812,71,salt,salt
813,71,vegetable oil,vegetable oil
814,72,40g dried porcini mushrooms,porcini mushrooms
815,72,bunch of parsley,parsley
816,72,30g panko breadcrumbs,panko breadcrumbs
817,72,250g chestnut mushrooms,chestnut mushrooms
818,72,6 jolly hog proper porker sausages,sausages
819,72,3 cloves of garlic,garlic
820,72,400g orzo,orzo
821,72,1 tsp tomato puree,tomato puree
822,72,handful of thyme,thyme
823,72,125ml white wine,wine
824,72,100ml single cream,single cream
825,72,40g parmesan,parmesan
826,72,salt,salt
827,72,pepper,pepper
828,72,olive oil,olive oil
829,73,4 baking potatoes,potatoes
830,73,handful of dill,dill
831,73,1 lemon,lemon
832,73,50g black olives,olives
833,73,bunch of chives,chives
834,73,handful of parsley,parsley
835,73,1⁄2 tsp chilli flakes,chilli
836,73,250g feta,feta
837,73,100ml milk,milk
838,73,salt,salt
839,73,pepper,pepper
840,73,olive oil,olive oil
841,74,250g apetina paneer,paneer
842,74,2 tbsp cornflour,cornflour
843,74,1⁄2 tsp black pepper,pepper
844,74,1⁄4 tsp white pepper,pepper
845,74,1 tsp garlic powder,garlic powder
846,74,1⁄4 tsp ground ginger,ginger
847,74,1⁄2 tsp onion salt,onion salt
848,74,1⁄2 tsp salt,salt
849,74,1⁄2 tsp five-spice powder,five-spice powder
850,74,2 tsp chilli flakes,chilli
851,74,5 tbsp milk ,milk
852,74,30g desiccated coconut,coconut
853,74,5 tbsp coconut oil,coconut oil
854,74,4 tbsp runny honey,honey
855,74,1⁄2 tsp chilli flakes,chilli
856,74,1⁄2 fresh red chilli,chilli
857,74,a lime,lime
858,75,1kg new potatoes,potatoes
859,75,1 clove of garlic,garlic
860,75,handful of coriander,coriander
861,75,handful of peanuts,peanuts
862,75,salt,salt
863,75,olive oil,olive oil
864,75,4 red chillies,chillies
865,75,1 tomato,tomato
866,75,2 tbsp dried chilli flakes,chilli
867,75,1 lemongrass stalk,lemongrass
868,75,2 cloves of garlic,garlic
869,75,1cm knob of ginger,ginger
870,75,4 banana shallots,banana shallots
871,75,1⁄2 lime,lime
872,75,1 tbsp brown sugar,sugar
873,75,vegetable oil,vegetable oil
874,75,2 cloves of garlic,garlic
875,75,1 banana shallot,banana shallots
876,75,1 lemongrass stalk,lemongrass
877,75,1⁄4 tsp chilli powder,chilli powder
878,75,1⁄2 tsp turmeric powder,turmeric
879,75,200ml coconut milk,coconut milk
880,75,2 tbsp dark soy sauce,dark soy sauce
881,75,3 tbsp tamarind paste,tamarind paste
882,75,50g brown sugar,sugar
883,75,220g crunchy peanut butter,peanut butter
884,75,salt,salt
885,75,vegetable oil,vegetable oil
886,76,6 cloves of garlic,garlic
887,76,3 red chillies,chillies
888,76,2 vegetable stock cubes,vegetable stock
889,76,500g kimchi,kimchi
890,76,800g ramen noodles ,ramen noodles
891,76,300g silken tofu,tofu
892,76,4 spring onions,spring onions
893,76,4 tsp sesame oil,sesame oil
894,77,1 large bulb of garlic,garlic
895,77,400g tinned chickpeas,chickpeas
896,77,1⁄2 tsp hot smoked paprika,paprika
897,77,100g ciabatta,ciabatta
898,77,1 tsp dijon mustard,dijon mustard
899,77,"2 tbsp capers, plus 1 tbsp of brine",capers
900,77,2 tsp miso paste,miso paste
901,77,1 tsp soy sauce,soy sauce
902,77,1 lemon,lemon
903,77,50ml olive oil,olive oil
904,77,4 little gem lettuces,baby gem lettuce
905,77,salt,salt
906,77,pepper,pepper
907,77,vegetable oil,vegetable oil
908,78,1 large aubergine,aubergine
909,78,4 shallots,shallots
910,78,3 cloves of garlic,garlic
911,78,3 chillies ,chillies
912,78,2cm knob of ginger,ginger
913,78,2 makrut lime leaves ,kaffir lime leaves
914,78,1 tbsp demerara sugar ,demerara sugar
915,78,1 knob of vegan butter,butter
916,78,4 tbsp soy sauce,soy sauce
917,78,2 tbsp honey,honey
918,78,handful of fresh coriander,coriander
919,78,handful of radishes,radishes
920,78,salt,salt
921,78,olive oil,olive oil
922,79,400g linguine,linguine
923,79,1 clove of garlic,garlic
924,79,100g parsley,parsley
925,79,75g walnuts,walnuts
926,79,1 lemon,lemon
927,79,salt,salt
928,79,pepper,pepper
929,79,100ml olive oil,olive oil
930,80,1 large onion,onion
931,80,2 red chillies,chillies
932,80,4 spring onions,spring onions
933,80,1 red pepper,pepper
934,80,3cm knob of ginger,ginger
935,80,3 cloves of garlic,garlic
936,80,450g firm tofu,tofu
937,80,45g soy sauce,soy sauce
938,80,75g cornflour,cornflour
939,80,1⁄2 tsp white pepper,pepper
940,80,40g sriracha,sriracha
941,80,30g tomato ketchup,tomato ketchup
942,80,30g rice wine vinegar,seasoned rice wine vinegar
943,80,40g caster sugar,caster sugar
944,80,salt,salt
945,80,vegetable oil,vegetable oil
946,81,500g plain flour,flour
947,81,2 tsp instant dried yeast,yeast
948,81,2 tsp caraway seeds,caraway seeds
949,81,40ml olive oil,olive oil
950,81,1kg beetroot,beetroot
951,81,1 bulb of garlic,garlic
952,81,1 tsp ground cumin,cumin
953,81,1 tsp ground cinnamon,cinnamon
954,81,100g radishes,radishes
955,81,1 lemon,lemon
956,81,100g capers,capers
957,81,150g tahini,tahini
958,81,bunch of parsley,parsley
959,81,salt,salt
960,81,pepper,pepper
961,81,olive oil,olive oil
962,82,1 butternut squash,butternut squash
963,82,8 shallots,shallots
964,82,2 sticks of lemongrass,lemongrass
965,82,3 red chillies,chillies
966,82,6 cloves of garlic,garlic
967,82,bunch of coriander,coriander
968,82,1 tbsp garam masala,garam masala
969,82,300g green lentils,lentils
970,82,400g coconut milk,coconut milk
971,82,2 limes,lime
972,82,salt,salt
973,82,pepper,pepper
974,82,olive oil,olive oil
975,83,1 squash,squash
976,83,1 cauliflower,cauliflower
977,83,4 tbsp maple syrup,maple syrup
978,83,2 tsp miso paste,miso paste
979,83,2 tbsp oat milk,oat milk
980,83,4 tbsp dairy-free margarine,margarine
981,83,5 cloves of garlic,garlic
982,83,1 bunch of parsley,parsley
983,83,1 tsp chilli powder,chilli powder
984,83,salt,salt
985,83,pepper,pepper
986,84,250g dried chickpeas,chickpeas
987,84,bunch of parsley,parsley
988,84,bunch of coriander,coriander
989,84,1 1⁄2 tsp cumin,cumin
990,84,1 1⁄2 tsp coriander,coriander
991,84,1 tsp aleppo pepper,aleppo pepper
992,84,2 cloves of garlic,garlic
993,84,2 red onions,onions
994,84,2 tbsp gram flour,flour
995,84,1 tsp baking powder,powder
996,84,4 tbsp tahini,tahini
997,84,4 tbsp vegan mayo,mayonnaise
998,84,2 lemons,lemon
999,84,100g radishes,radishes
1000,84,1⁄2 cucumber,cucumber
1001,84,4 tbsp chilli jam,chilli jam
1002,84,4 burger buns,burger buns
1003,84,salt,salt
1004,84,pepper,pepper
1005,84,vegetable oil,vegetable oil
1006,85,4 sweet potatoes,potatoes
1007,85,2 chillies,chillies
1008,85,5 tbsp soy sauce,soy sauce
1009,85,1 tbsp light brown sugar,sugar
1010,85,4 tbsp tamarind sauce,tamarind sauce
1011,85,5cm knob of ginger,ginger
1012,85,4 cloves of garlic,garlic
1013,85,3 tbsp peanut butter,peanut butter
1014,85,12 corn tortillas,corn tortillas
1015,85,50g peanuts,peanuts
1016,85,handful of mint,mint
1017,85,olive oil,olive oil
1018,86,500g purple sprouting broccoli,purple sprouting broccoli
1019,86,200g kale,kale
1020,86,2 packs of merchant gourmet puy lentils,puy lentils
1021,86,2 lemons,lemon
1022,86,1 tbsp tahini,tahini
1023,86,4 tbsp pomegranate seeds,pomegranate seeds
1024,86,bunch of mint,mint
1025,86,salt,salt
1026,86,olive oil,olive oil
1027,87,1l jorđ oat drink,jorđ oat drink
1028,87,50g dried porcini mushrooms,porcini mushrooms
1029,87,4 cloves of garlic,garlic
1030,87,500g chestnut mushrooms,chestnut mushrooms
1031,87,1 tsp tomato puree,tomato puree
1032,87,handful of thyme,thyme
1033,87,2 tsp plain flour,flour
1034,87,500g spaghetti,spaghetti
1035,87,handful of parsley,parsley
1036,87,salt,salt
1037,87,pepper,pepper
1038,87,olive oil,olive oil
1039,88,2 packs of merchant gourmet puy lentils,puy lentils
1040,88,8 cloves of garlic,garlic
1041,88,5 spring onions,spring onions
1042,88,1 chilli,chilli
1043,88,4 tbsp soy sauce,soy sauce
1044,88,1 lime,lime
1045,88,50g breadcrumbs,breadcrumbs
1046,88,2 onions,onions
1047,88,1 red pepper,pepper
1048,88,400ml pineapple juice,pineapple juice
1049,88,3 tbsp apple cider vinegar,apple cider vinegar
1050,88,180ml ketchup,ketchup
1051,88,100g light brown sugar,sugar
1052,88,2 tbsp cornflour,cornflour
1053,88,salt,salt
1054,88,vegetable oil,vegetable oil
1055,89,5cm knob of ginger,ginger
1056,89,200g shallots,shallots
1057,89,6 cloves of garlic,garlic
1058,89,2 lemongrass stalks,lemongrass
1059,89,9 red chillies,chillies
1060,89,5 dried chillies,chillies
1061,89,1 tomato,tomato
1062,89,1 tbsp miso paste,miso paste
1063,89,1 1⁄2 tbsp ground turmeric,turmeric
1064,89,2 tbsp curry powder,curry powder
1065,89,1 tbsp ground coriander,coriander
1066,89,2 limes,lime
1067,89,30g tbsp brown sugar,sugar
1068,89,1 tbsp tamarind paste,tamarind paste
1069,89,1.5 tins of coconut milk,coconut milk
1070,89,1.5l vegetable stock,vegetable stock
1071,89,handful of fresh coriander,coriander
1072,89,handful of curry leaves ,curry leaves
1073,89,300g cornflour,cornflour
1074,89,2 tsp chinese 5 spice,spice
1075,89,450g firm tofu,tofu
1076,89,150g oyster mushrooms,oyster mushrooms
1077,89,2 pak choi,pak choi
1078,89,150g bean sprouts,mung bean sprouts
1079,89,200g green beans,beans
1080,89,100g vermicelli noodles,vermicelli noodles
1081,89,salt,salt
1082,89,pepper,pepper
1083,89,vegetable oil,vegetable oil
1084,90,1 large cauliflower,cauliflower
1085,90,2 tbsp ras el hanout,ras el hanout
1086,90,200g radishes,radishes
1087,90,1 red onion,onion
1088,90,2 tbsp sugar,sugar
1089,90,300ml red wine vinegar,wine vinegar
1090,90,1 jar chickpeas,chickpeas
1091,90,1 clove of garlic,garlic
1092,90,1 tbsp tahini,tahini
1093,90,1 lemon,lemon
1094,90,1 jar pickled chillies,chillies
1095,90,handful of mint,mint
1096,90,salt,salt
1097,90,olive oil,olive oil
1098,91,4 banana shallots,banana shallots
1099,91,3 cloves of garlic,garlic
1100,91,800g fresh gnocchi,gnocchi
1101,91,pinch of chilli flakes,chilli
1102,91,150g tomato puree,tomato puree
1103,91,handful of basil,basil
1104,91,salt,salt
1105,91,pepper,pepper
1106,91,olive oil,olive oil
1107,92,2 tins of chickpeas,chickpeas
1108,92,4 pitta breads,pita bread
1109,92,2 tsp sumac,sumac
1110,92,1 jar of artichokes,artichokes
1111,92,3 tbsp pine nuts,pine nuts
1112,92,1 tsp chilli flakes,chilli
1113,92,500g oatly greek style yoghurt,yoghurt
1114,92,1 lemon,lemon
1115,92,2 tbsp tahini,tahini
1116,92,handful of mint,mint
1117,92,salt,salt
1118,92,olive oil,olive oil
1119,93,1 onion,onion
1120,93,4 cloves of garlic,garlic
1121,93,250g tenderstem broccoli,broccoli
1122,93,6 quorn brilliant bangers sausages,sausages
1123,93,300g silken tofu,tofu
1124,93,handful of thyme,thyme
1125,93,125ml white wine,wine
1126,93,200ml vegetable stock,vegetable stock
1127,93,1 tbsp miso paste,miso paste
1128,93,400g pappardelle,pappardelle
1129,93,handful of parsley,parsley
1130,93,1 lemon,lemon
1131,93,salt,salt
1132,93,pepper,pepper
1133,93,olive oil,olive oil
1134,94,2 large aubergines,aubergines
1135,94,1 small red onion,onion
1136,94,1 tsp ground turmeric,turmeric
1137,94,4 tbsp coconut oil,coconut oil
1138,94,3⁄4 tsp black mustard seeds,mustard seeds
1139,94,1⁄2 tsp fenugreek seeds,fenugreek seeds
1140,94,a 2-inch cinnamon stick,cinnamon
1141,94,10-12 curry leaves,curry leaves
1142,94,1 tbsp garlic paste,garlic paste
1143,94,1 tbsp ginger paste,ginger paste
1144,94,1 stick lemongrass,lemongrass
1145,94,3-4 whole dried red chillies,chillies
1146,94,2 tbsp roasted sri lankan curry powder ,curry powder or madras curry powder
1147,94,200ml coconut milk,coconut milk
1148,94,150ml vegetable stock,vegetable stock
1149,94,1 tbsp tamarind paste,tamarind paste
1150,94,1 tsp sugar,sugar
1151,94,salt,salt
1152,94,vegetable oil,vegetable oil
1153,94,1⁄2 red onion,onion
1154,94,1 green chilli,chilli
1155,94,8-10 curry leaves,curry leaves
1156,94,1 tbsp coconut oil,coconut oil
1157,94,250g plain white flour,flour
1158,94,100g desiccated coconut ,coconut
1159,94,salt,salt
1160,95,1 jar of sacla' vegan basil pesto,basil pesto sauce
1161,95,1 red onion,onion
1162,95,bunch of basil,basil
1163,95,3 cloves of garlic,garlic
1164,95,1 aubergine,aubergine
1165,95,2 courgettes,zucchini
1166,95,1 red pepper,pepper
1167,95,1 yellow pepper,pepper
1168,95,1 tin of chopped tomatoes,tomatoes
1169,95,2 thick slices of sourdough,sourdough
1170,95,salt,salt
1171,95,olive oil,olive oil
1172,96,1 onion,onion
1173,96,3 inch knob of ginger,ginger
1174,96,6 cloves of garlic,garlic
1175,96,1 scotch bonnet,scotch bonnet
1176,96,bunch of spring onions,spring onions
1177,96,2 tbsp tomato puree,tomato puree
1178,96,400ml coconut milk,coconut milk
1179,96,1 vegetable stock cube,vegetable stock
1180,96,100g desiccated coconut,coconut
1181,96,50g corn flour,corn flour
1182,96,150ml oat milk,oat milk
1183,96,400g firm tofu,tofu
1184,96,4 pak choi,pak choi
1185,96,400g ramen noodles,ramen noodles
1186,97,60g cashews,cashews
1187,97,2 onions,onions
1188,97,2 cloves of garlic,garlic
1189,97,700g mixed mushrooms ,mushrooms
1190,97,handful of thyme,thyme
1191,97,1 tsp tomato puree,tomato puree
1192,97,2 tbsp plain flour,flour
1193,97,2 tsp paprika,paprika
1194,97,600ml vegetable stock,vegetable stock
1195,97,1 tbsp henderson's relish,relish
1196,97,1 tsp dijon mustard,dijon mustard
1197,97,bunch of parsley,parsley
1198,97,salt,salt
1199,97,pepper,pepper
1200,97,olive oil,olive oil
1201,98,4 leeks,leeks
1202,98,6 red chillies,chillies
1203,98,10 cloves of garlic,garlic
1204,98,4cm knob of ginger,ginger
1205,98,1 tbsp sesame seeds,sesame seeds
1206,98,4 tbsp soy sauce,soy sauce
1207,98,50ml sesame oil,sesame oil
1208,98,1 tbsp sugar,sugar
1209,98,1 orange,orange
1210,98,small handful of peanuts,peanuts
1211,98,vegetable oil,vegetable oil
1212,99,200g cavolo nero,cavolo nero
1213,99,2 cloves of garlic,garlic
1214,99,400g rigatoni,rigatoni
1215,99,1 red chilli,chilli
1216,99,100g breadcrumbs,breadcrumbs
1217,99,1 tbsp dried oregano,oregano
1218,99,salt,salt
1219,99,olive oil,olive oil
1220,100,200ml oat milk,oat milk
1221,100,400g cherry tomatoes,cherry tomatoes
1222,100,1 onion,onion
1223,100,a handful of sage,sage
1224,100,2 cloves of garlic,garlic
1225,100,1 tsp dried oregano,oregano
1226,100,2 tins of cannellini beans,cannellini beans
1227,100,1⁄2 a lemon,lemon
1228,100,handful of parsley,parsley
1229,100,sea salt,sea salt
1230,100,pepper,pepper
1231,100,olive oil,olive oil
1232,101,4 cloves of garlic,garlic
1233,101,1⁄4 inch of ginger,ginger
1234,101,1 large red onion,onion
1235,101,1 scotch bonnet,scotch bonnet
1236,101,1⁄2 tbsp all spice,allspice
1237,101,1 tsp smoked paprika,paprika
1238,101,1 tsp cumin powder,cumin
1239,101,1 tsp coriander powder,coriander powder
1240,101,1 1⁄2 tbsp vegetable stock powder,vegetable stock
1241,101,few sprigs of fresh thyme,thyme
1242,101,1 tin of chopped tomatoes,tomatoes
1243,101,1 tbsp brown sugar,sugar
1244,101,1 tin of green lentils,lentils
1245,101,200g chapati/wheat flour ,chapati or wheat flour
1246,101,130ml water,water
1247,102,400g tinned chickpeas,chickpeas
1248,102,3 tbsp cumin seeds,cumin seeds
1249,102,1 onion,onion
1250,102,3 cloves of garlic,garlic
1251,102,1 tbsp harissa,harissa
1252,102,3 tbsp tomato puree,tomato puree
1253,102,1kg potatoes,potatoes
1254,102,700ml vegetable stock,vegetable stock
1255,102,handful of mint,mint
1256,102,250g vegan yoghurt,yoghurt
1257,102,handful of coriander,coriander
1258,102,flaky salt,sea salt flakes
1259,102,olive oil,olive oil
1260,103,3 tsp garlic powder,garlic powder
1261,103,a small handful of parsley,parsley
1262,103,150g flour,flour
1263,103,3 eggs,eggs
1264,103,200g panko breadcrumbs,panko breadcrumbs
1265,103,250g oyster mushrooms,oyster mushrooms
1266,103,100g parmesan,parmesan
1267,103,salt,salt
1268,104,a small handful of sage leaves,sage leaves
1269,104,3 cloves of garlic,garlic
1270,104,350g cold butter,butter
1271,104,300g strong plain flour,flour
1272,104,1 small butternut squash,butternut squash
1273,104,500g beetroot,beetroot
1274,104,250g mascarpone,mascarpone
1275,104,1 egg,egg
1276,104,1 tsp cornflour,cornflour
1277,104,2 tbsp maple syrup,maple syrup
1278,104,1 tsp chilli flakes,chilli
1279,104,50g hazelnuts,hazelnuts
1280,104,1 lemon,lemon
1281,104,salt,salt
1282,104,pepper,pepper
1283,104,olive oil,olive oil
1284,105,500g brussels sprouts,brussels sprouts
1285,105,1 tbsp 'nduja,nduja
1286,105,2 cloves of garlic,garlic
1287,105,2 tins butter beans,butter beans
1288,105,1 tin plum tomatoes,tomatoes
1289,105,1⁄2 lemon,lemon
1290,105,bunch of parsley,parsley
1291,105,salt,salt
1292,105,pepper,pepper
1293,105,olive oil,olive oil
1294,106,6 rashers of streaky bacon,streaky bacon
1295,106,4 cumberland sausages,cumberland sausages
1296,106,400g tagliatelle,tagliatelle
1297,106,200g brussels sprouts,brussels sprouts
1298,106,150ml single cream,single cream
1299,106,50g parmesan,parmesan
