recipeID,ingredient_and_quantity,ingredient_gt
75,½ tsp turmeric powder,turmeric
75,200ml coconut milk,coconut milk
75,2 tbsp dark soy sauce,dark soy sauce
75,3 tbsp tamarind paste,tamarind paste
75,50g brown sugar,sugar
75,220g crunchy peanut butter,peanut butter
75,salt,salt
75,vegetable oil,vegetable oil
76,6 cloves of garlic,garlic
76,3 red chillies,chillies
76,2 vegetable stock cubes,vegetable stock
76,500g kimchi,kimchi
76,800g ramen noodles (4 packs of instant ramen),ramen noodles
76,300g silken tofu,tofu
76,4 spring onions,spring onions
76,4 tsp sesame oil,sesame oil
77,1 large bulb of garlic,garlic
77,400g tinned chickpeas,chickpeas
77,½ tsp hot smoked paprika,paprika
77,100g ciabatta,ciabatta
77,1 tsp dijon mustard,dijon mustard
77,"2 tbsp capers, plus 1 tbsp of brine",capers
77,2 tsp miso paste,miso paste
77,1 tsp soy sauce,soy sauce
77,1 lemon,lemon
77,50ml olive oil,olive oil
77,4 little gem lettuces,baby gem lettuce
77,salt,salt
77,pepper,pepper
77,vegetable oil,vegetable oil
78,1 large aubergine,aubergine
78,4 shallots,shallots
78,3 cloves of garlic,garlic
78,3 chillies (add more if you want it spicier),chillies
78,2cm knob of ginger,ginger
78,2 makrut lime leaves (½ a lemongrass would work instead too),kaffir lime leaves
78,1 tbsp demerara sugar (light brown sugar would work instead too),demerara sugar
78,1 knob of vegan butter,butter
78,4 tbsp soy sauce,soy sauce
78,2 tbsp honey,honey
78,handful of fresh coriander,coriander
78,handful of radishes,radishes
78,salt,salt
78,olive oil,olive oil
79,400g linguine,linguine
79,1 clove of garlic,garlic
79,100g parsley,parsley
79,75g walnuts,walnuts
79,1 lemon,lemon
79,salt,salt
79,pepper,pepper
79,100ml olive oil,olive oil
80,1 large onion,onion
80,2 red chillies,chillies
80,4 spring onions,spring onions
80,1 red pepper,pepper
80,3cm knob of ginger,ginger
80,3 cloves of garlic,garlic
80,450g firm tofu,tofu
80,45g soy sauce,soy sauce
80,75g cornflour,cornflour
80,½ tsp white pepper,pepper
80,40g sriracha,sriracha
80,30g tomato ketchup,tomato ketchup
80,30g rice wine vinegar,seasoned rice wine vinegar
80,40g caster sugar,caster sugar
80,salt,salt
80,vegetable oil,vegetable oil
81,500g plain flour,flour
81,2 tsp instant dried yeast,yeast
81,2 tsp caraway seeds,caraway seeds
81,40ml olive oil,olive oil
81,1kg beetroot,beetroot
81,1 bulb of garlic,garlic
81,1 tsp ground cumin,cumin
81,1 tsp ground cinnamon,cinnamon
81,100g radishes,radishes
81,1 lemon,lemon
81,100g capers,capers
81,150g tahini,tahini
81,bunch of parsley,parsley
81,salt,salt
81,pepper,pepper
81,olive oil,olive oil
82,1 butternut squash,butternut squash
82,8 shallots,shallots
82,2 sticks of lemongrass,lemongrass
82,3 red chillies,chillies
82,6 cloves of garlic,garlic
82,bunch of coriander,coriander
82,1 tbsp garam masala,garam masala
82,300g green lentils,lentils
82,400g coconut milk,coconut milk
82,2 limes,lime
82,salt,salt
82,pepper,pepper
82,olive oil,olive oil
83,1 squash,squash
83,1 cauliflower,cauliflower
83,4 tbsp maple syrup,maple syrup
83,2 tsp miso paste,miso paste
83,2 tbsp oat milk,oat milk
83,4 tbsp dairy-free margarine,margarine
83,5 cloves of garlic,garlic
83,1 bunch of parsley,parsley
83,1 tsp chilli powder,chilli powder
83,salt,salt
83,pepper,pepper
84,250g dried chickpeas,chickpeas
84,bunch of parsley,parsley
84,bunch of coriander,coriander
84,1 ½ tsp cumin,cumin
84,1 ½ tsp coriander,coriander
84,1 tsp aleppo pepper,aleppo pepper
84,2 cloves of garlic,garlic
84,2 red onions,onions
84,2 tbsp gram flour,flour
84,1 tsp baking powder,powder
84,4 tbsp tahini,tahini
84,4 tbsp vegan mayo,mayonnaise
84,2 lemons,lemon
84,100g radishes,radishes
84,½ cucumber,cucumber
84,4 tbsp chilli jam,chilli jam
84,4 burger buns,burger buns
84,salt,salt
84,pepper,pepper
84,vegetable oil,vegetable oil
85,4 sweet potatoes,potatoes
85,2 chillies,chillies
85,5 tbsp soy sauce,soy sauce
85,1 tbsp light brown sugar,sugar
85,4 tbsp tamarind sauce,tamarind sauce
85,5cm knob of ginger,ginger
85,4 cloves of garlic,garlic
85,3 tbsp peanut butter,peanut butter
85,12 corn tortillas,corn tortillas
85,50g peanuts,peanuts
85,handful of mint,mint
85,olive oil,olive oil
86,500g purple sprouting broccoli,purple sprouting broccoli
86,200g kale,kale
86,2 packs of merchant gourmet puy lentils,puy lentils
86,2 lemons,lemon
86,1 tbsp tahini,tahini
86,4 tbsp pomegranate seeds,pomegranate seeds
86,bunch of mint,mint
86,salt,salt
86,olive oil,olive oil
87,1l jörđ oat drink,jörđ oat drink
87,50g dried porcini mushrooms,porcini mushrooms
87,4 cloves of garlic,garlic
87,500g chestnut mushrooms,chestnut mushrooms
87,1 tsp tomato purée,tomato puree
87,handful of thyme,thyme
87,2 tsp plain flour,flour
87,500g spaghetti,spaghetti
87,handful of parsley,parsley
87,salt,salt
87,pepper,pepper
87,olive oil,olive oil
88,2 packs of merchant gourmet puy lentils,puy lentils
88,8 cloves of garlic,garlic
88,5 spring onions,spring onions
88,1 chilli,chilli
88,4 tbsp soy sauce,soy sauce
88,1 lime,lime
88,50g breadcrumbs,breadcrumbs
88,2 onions,onions
88,1 red pepper,pepper
88,400ml pineapple juice,pineapple juice
88,3 tbsp apple cider vinegar,apple cider vinegar
88,180ml ketchup,ketchup
88,100g light brown sugar,sugar
88,2 tbsp cornflour,cornflour
88,salt,salt
88,vegetable oil,vegetable oil
89,5cm knob of ginger,ginger
89,200g shallots,shallots
89,6 cloves of garlic,garlic
89,2 lemongrass stalks,lemongrass
89,9 red chillies,chillies
89,5 dried chillies,chillies
89,1 tomato,tomato
89,1 tbsp miso paste,miso paste
89,1 ½ tbsp ground turmeric,turmeric
89,2 tbsp curry powder,curry powder
89,1 tbsp ground coriander,coriander
89,2 limes,lime
89,30g tbsp brown sugar,sugar
89,1 tbsp tamarind paste,tamarind paste
89,1.5 tins of coconut milk,coconut milk
89,1.5l vegetable stock,vegetable stock
89,handful of fresh coriander,coriander
89,handful of curry leaves (optional),curry leaves
89,300g cornflour,cornflour
89,2 tsp chinese 5 spice,spice
89,450g firm tofu,tofu
89,150g oyster mushrooms,oyster mushrooms
89,2 pak choi,pak choi
89,150g bean sprouts,mung bean sprouts
89,200g green beans,beans
89,100g vermicelli noodles,vermicelli noodles
89,salt,salt
89,pepper,pepper
89,vegetable oil,vegetable oil
90,1 large cauliflower,cauliflower
90,2 tbsp ras el hanout,ras el hanout
90,200g radishes,radishes
90,1 red onion,onion
90,2 tbsp sugar,sugar
90,300ml red wine vinegar,wine vinegar
90,1 jar chickpeas,chickpeas
90,1 clove of garlic,garlic
90,1 tbsp tahini,tahini
90,1 lemon,lemon
90,1 jar pickled chillies,chillies
90,handful of mint,mint
90,salt,salt
90,olive oil,olive oil
91,4 banana shallots,banana shallots
91,3 cloves of garlic,garlic
91,800g fresh gnocchi,gnocchi
91,pinch of chilli flakes,chilli
91,150g tomato purée,tomato puree
91,handful of basil,basil
91,salt,salt
91,pepper,pepper
91,olive oil,olive oil
92,2 tins of chickpeas,chickpeas
92,4 pitta breads,pita bread
92,2 tsp sumac,sumac
92,1 jar of artichokes,artichokes
92,3 tbsp pine nuts,pine nuts
92,1 tsp chilli flakes,chilli
92,500g oatly greek style yoghurt,yoghurt
92,1 lemon,lemon
92,2 tbsp tahini,tahini
92,handful of mint,mint
92,salt,salt
92,olive oil,olive oil
93,1 onion,onion
93,4 cloves of garlic,garlic
93,250g tenderstem broccoli,broccoli
93,6 quorn brilliant bangers sausages,sausages
93,300g silken tofu,tofu
93,handful of thyme,thyme
93,125ml white wine,wine
93,200ml vegetable stock,vegetable stock
93,1 tbsp miso paste,miso paste
93,400g pappardelle,pappardelle
93,handful of parsley,parsley
93,1 lemon,lemon
93,salt,salt
93,pepper,pepper
93,olive oil,olive oil
94,2 large aubergines,aubergines
94,1 small red onion,onion
94,1 tsp ground turmeric,turmeric
94,4 tbsp coconut oil,coconut oil
94,¾ tsp black mustard seeds,mustard seeds
94,½ tsp fenugreek seeds,fenugreek seeds
94,a 2-inch cinnamon stick,cinnamon
94,10-12 curry leaves,curry leaves
94,1 tbsp garlic paste,garlic paste
94,1 tbsp ginger paste,ginger paste
94,1 stick lemongrass,lemongrass
94,3-4 whole dried red chillies,chillies
94,2 tbsp roasted sri lankan curry powder (or madras curry powder),curry powder or madras curry powder
94,200ml coconut milk,coconut milk
94,150ml vegetable stock,vegetable stock
94,1 tbsp tamarind paste,tamarind paste
94,1 tsp sugar,sugar
94,salt,salt
94,vegetable oil,vegetable oil
94,½ red onion,onion
94,1 green chilli,chilli
94,8-10 curry leaves,curry leaves
94,1 tbsp coconut oil,coconut oil
94,250g plain white flour,flour
94,100g desiccated coconut (150g fresh or frozen grated coconut),coconut
94,salt,salt
95,1 jar of sacla' vegan basil pesto,basil pesto sauce
95,1 red onion,onion
95,bunch of basil,basil
95,3 cloves of garlic,garlic
95,1 aubergine,aubergine
95,2 courgettes,zucchini
95,1 red pepper,pepper
95,1 yellow pepper,pepper
95,1 tin of chopped tomatoes,tomatoes
95,2 thick slices of sourdough,sourdough
95,salt,salt
95,olive oil,olive oil
96,1 onion,onion
96,3 inch knob of ginger,ginger
96,6 cloves of garlic,garlic
96,1 scotch bonnet,scotch bonnet
96,bunch of spring onions,spring onions
96,2 tbsp tomato purée,tomato puree
96,400ml coconut milk,coconut milk
96,1 vegetable stock cube,vegetable stock
96,100g desiccated coconut,coconut
96,50g corn flour,corn flour
96,150ml oat milk,oat milk
96,400g firm tofu,tofu
96,4 pak choi,pak choi
96,400g ramen noodles,ramen noodles
97,60g cashews,cashews
97,2 onions,onions
97,2 cloves of garlic,garlic
97,"700g mixed mushrooms (some chestnut, some wild)",mushrooms
97,handful of thyme,thyme
97,1 tsp tomato purée,tomato puree
97,2 tbsp plain flour,flour
97,2 tsp paprika,paprika
97,600ml vegetable stock,vegetable stock
97,1 tbsp henderson's relish,relish
97,1 tsp dijon mustard,dijon mustard
97,bunch of parsley,parsley
97,salt,salt
97,pepper,pepper
97,olive oil,olive oil
98,4 leeks,leeks
98,6 red chillies,chillies
98,10 cloves of garlic,garlic
98,4cm knob of ginger,ginger
98,1 tbsp sesame seeds,sesame seeds
98,4 tbsp soy sauce,soy sauce
98,50ml sesame oil,sesame oil
98,1 tbsp sugar,sugar
98,1 orange,orange
98,small handful of peanuts,peanuts
98,vegetable oil,vegetable oil
99,200g cavolo nero,cavolo nero
99,2 cloves of garlic,garlic
99,400g rigatoni,rigatoni
99,1 red chilli,chilli
99,100g breadcrumbs,breadcrumbs
99,1 tbsp dried oregano,oregano
99,salt,salt
99,olive oil,olive oil
100,200ml oat milk,oat milk
100,400g cherry tomatoes,cherry tomatoes
100,1 onion,onion
100,a handful of sage,sage
100,2 cloves of garlic,garlic
100,1 tsp dried oregano,oregano
100,2 tins of cannellini beans,cannellini beans
100,½ a lemon,lemon
100,handful of parsley,parsley
100,sea salt,sea salt
100,pepper,pepper
100,olive oil,olive oil
101,4 cloves of garlic,garlic
101,¼ inch of ginger,ginger
101,1 large red onion,onion
101,1 scotch bonnet,scotch bonnet
101,½ tbsp all spice,allspice
101,1 tsp smoked paprika,paprika
101,1 tsp cumin powder,cumin
101,1 tsp coriander powder,coriander powder
101,1 ½ tbsp vegetable stock powder,vegetable stock
101,few sprigs of fresh thyme,thyme
101,1 tin of chopped tomatoes,tomatoes
101,1 tbsp brown sugar,sugar
101,1 tin of green lentils,lentils
101,200g chapati/wheat flour (most flours will work),chapati or wheat flour
101,130ml water,water
102,400g tinned chickpeas,chickpeas
102,3 tbsp cumin seeds,cumin seeds
102,1 onion,onion
102,3 cloves of garlic,garlic
102,1 tbsp harissa,harissa
102,3 tbsp tomato purée,tomato puree
102,1kg potatoes,potatoes
102,700ml vegetable stock,vegetable stock
102,handful of mint,mint
102,250g vegan yoghurt,yoghurt
102,handful of coriander,coriander
102,flaky salt,sea salt flakes
102,olive oil,olive oil
103,3 tsp garlic powder,garlic powder
103,a small handful of parsley,parsley
103,150g flour,flour
103,3 eggs,eggs
103,200g panko breadcrumbs,panko breadcrumbs
103,250g oyster mushrooms,oyster mushrooms
103,100g parmesan,parmesan
103,salt,salt
104,a small handful of sage leaves,sage leaves
104,3 cloves of garlic,garlic
104,350g cold butter,butter
104,300g strong plain flour,flour
104,1 small butternut squash,butternut squash
104,500g beetroot,beetroot
104,250g mascarpone,mascarpone
104,1 egg,egg
104,1 tsp cornflour,cornflour
104,2 tbsp maple syrup,maple syrup
104,1 tsp chilli flakes,chilli
104,50g hazelnuts,hazelnuts
104,1 lemon,lemon
104,salt,salt
104,pepper,pepper
104,olive oil,olive oil
105,500g brussels sprouts,brussels sprouts
105,1 tbsp 'nduja,nduja
105,2 cloves of garlic,garlic
105,2 tins butter beans,butter beans
105,1 tin plum tomatoes,tomatoes
105,½ lemon,lemon
105,bunch of parsley,parsley
105,salt,salt
105,pepper,pepper
105,olive oil,olive oil
106,6 rashers of streaky bacon,streaky bacon
106,4 cumberland sausages,cumberland sausages
106,400g tagliatelle,tagliatelle
106,200g brussels sprouts,brussels sprouts
106,150ml single cream,single cream
106,50g parmesan,parmesan
106,salt,salt
106,pepper,pepper
106,olive oil,olive oil
107,1 cinnamon stick,cinnamon
107,5 cloves,cloves
107,2 star anise,star anise
107,a bottle of red wine,wine
107,1 orange,orange
107,5 tbsps of sugar,sugar
108,50g butter,butter
108,1 onion,onion
108,500g brussels sprouts,brussels sprouts
108,500g purple sprouting broccoli,purple sprouting broccoli
108,150ml single cream,single cream
108,150g cheddar,cheddar
108,100g gruyère,gruyere
108,100g gouda,gouda
108,1 tbsp wholegrain mustard,wholegrain mustard
108,100g panko breadcrumbs,panko breadcrumbs
109,500g brussels sprouts,brussels sprouts
109,100g parmesan,parmesan
109,small handful of parsley,parsley
109,1 lemon,lemon
109,1 orange,orange
109,salt,salt
109,olive oil,olive oil
110,500g brussels sprouts,brussels sprouts
110,6 red chillies,chillies
110,2 shallots,shallots
110,4cm knob of ginger,ginger
110,6 cloves of garlic,garlic
110,1 lemongrass,lemongrass
110,2 tbsp tomato purée,tomato puree
110,200g chopped tomatoes,tomatoes
110,1 tbsp brown sugar,sugar
110,2 tbsp fish sauce,fish sauce
110,2 tbsp peanuts,peanuts
110,salt,salt
110,vegetable oil,vegetable oil
111,4 duck legs,duck drumsticks
111,500g duck fat,duck fat
111,120g pancetta,pancetta
111,1 onion,onion
111,2 cloves of garlic,garlic
111,handful of sage,sage
111,2 tins of cannellini beans,cannellini beans
111,1 tsp wholegrain mustard,wholegrain mustard
111,250ml chicken stock,chicken stock
111,salt,salt
111,pepper,pepper
111,olive oil,olive oil
112,1 round loaf of bread,bread
112,6 cloves of garlic,garlic
112,4 tbsp cranberry sauce,cranberry sauce
112,100g brie,brie
112,100g stilton,stilton
112,200g comté,comte
112,300g low moisture mozzarella,mozzarella
112,6 sprigs of rosemary,rosemary
112,salt,salt
112,olive oil,olive oil
113,100g white miso,miso
113,50g runny honey,honey
113,250ml double cream,double cream
113,200g caster sugar,caster sugar
113,200g light brown soft sugar,sugar
113,100g unsalted butter,butter
113,sea salt flakes,sea salt
114,200g sausages (about 3 sausages),sausages
114,200g brie,brie
114,100g butter,butter
114,150g filo pastry (we like jus-rol),phyllo pastry
114,50g cranberry sauce,cranberry sauce
115,1 1⁄2 tbsp clear honey,honey
115,1 1⁄2 tbsp rose harissa paste,harissa paste
115,1 camembert,camembert
115,4 white pittas,pita bread
115,handful of parsley,parsley
115,salt,salt
115,olive oil,olive oil
116,"100g butter, plus 1 tsp",butter
116,200g dr. oetker dark chocolate,dark chocolate
116,1 ½ tbsp instant espresso powder,instant espresso powder
116,"2 tbsp coffee liqueur, plus 1 tbsp",coffee liqueur
116,"4 eggs, plus 1 yolk",egg yolks
116,"200g golden caster sugar, plus 2 tbsp",golden caster sugar
116,80g plain flour,flour
116,30g dr. oetker cocoa powder,cocoa powder
116,½ tsp dr. oetker baking powder,powder
116,1 tsp dr. oetker vanilla extract,vanilla extract
116,200g mascarpone,mascarpone
116,handful of coffee beans,coffee beans
116,salt,salt
117,7-10 itsu vegetable fusion gyoza,gyoza
117,1 vegetable stock cube,vegetable stock
117,1 tbsp soy sauce,soy sauce
117,1 tbsp balsamic vinegar,balsamic vinegar
117,1 tsp crispy chilli oil,chilli oil
117,1 egg,egg
117,3 spring onions,spring onions
117,1 tsp sesame seeds,sesame seeds
118,200g chorizo,chorizo
118,1 onion,onion
118,1 jar roasted red peppers,peppers
118,2 sticks of rosemary,rosemary
118,3 cloves of garlic,garlic
118,½ tsp chilli flakes,chilli
118,½ tsp smoked paprika,paprika
118,250g green lentils,lentils
118,1l chicken stock,chicken stock
119,1.5kg maris piper potatoes,potatoes
119,3 tbsp plain flour,flour
119,150g goose fat,goose fat
119,maldon sea salt,sea salt
120,2 red onions,onions
120,handful of parsley,parsley
120,500g lamb mince,lamb mince
120,150g feta,feta
120,3 tbsp rose harissa paste,harissa paste
120,1 tsp ground cinnamon,cinnamon
120,2 eggs,eggs
120,1 sheet ready rolled puff pastry,puff pastry
120,1 tsp sesame seeds,sesame seeds
120,salt,salt
120,pepper,pepper
121,1 tsp dr. oetker vanilla extract,vanilla extract
121,1 tsp dr. oetker baking powder,powder
121,½ tsp dr. oetker bicarbonate of soda,bicarbonate of soda
121,150g dr. oetker white chocolate,chocolate
121,150g unsalted butter,butter
121,250g soft dark brown sugar,brown dark sugar
121,1 egg,egg
121,235g plain flour,flour
121,1 tsp ground ginger,ginger
121,1 tsp ground cinnamon,cinnamon
121,¼ tsp ground cloves,cloves
121,salt,salt
122,1kg new potatoes,potatoes
122,400g taleggio,taleggio
122,100g cranberry sauce,cranberry sauce
122,salt,salt
122,olive oil,olive oil
122,one bunch of chives,chives
122,one bunch of sage,sage
122,1 tbsp capers,capers
122,2 cloves of garlic,garlic
122,½ lemon,lemon
122,1 tbsp dijon mustard,dijon mustard
122,100ml extra virgin olive oil,virgin olive oil
122,salt,salt
122,pepper,pepper
123,350g pretzels,pretzels
